"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error"
"Beta_SSE175","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",33,1257.18129093049,0.8775,1,2.65974842521056,0.440786267729402,0.3725,584.25316194071,2.12438872640455,0.399940640632073,0.362
"Beta_SSE176","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",34,1242.18433685294,0.875,1,2.90798440321611,0.462551381690237,0.3925,588.826163122832,2.28101239754199,0.420512548015289,0.3775
"Beta_SSE177","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",35,1430.14371556482,0.77,1,3.42947813940485,0.481498124399977,0.3875,672.366872725607,2.42655792733078,0.424602314090684,0.382
"Beta_SSE178","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",36,1349.16985052272,0.7725,1,3.01550101356622,0.46381186889296,0.381,611.315817294851,2.11222309286112,0.406139762956533,0.38
"Beta_SSE179","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",37,1342.39721517331,0.8475,1,2.88053107299455,0.447947972660407,0.37,645.606441614595,2.21804722830246,0.396655413382646,0.351
"Beta_SSE180","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",38,1264.32872885495,0.885,1,2.81848481473056,0.446570067974623,0.3655,605.684604047939,2.22992001532849,0.404200946908693,0.346
"Beta_SSE181","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",39,1375.96515550076,0.825,1,2.89070000984733,0.448466149084939,0.3745,693.922378238562,2.25152530850789,0.403933635708597,0.3585
"Beta_SSE182","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",4,1276.32410451983,0.8675,1,2.72208316228089,0.444297791496675,0.376,592.872679360811,2.18639752409788,0.403555182165615,0.368
"Beta_SSE183","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",40,1313.10221992646,0.86,1,2.8778312542344,0.449654260410807,0.355,628.033275106886,2.24297239928181,0.406110839166155,0.3435
"Beta_SSE184","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",41,1295.6191673265,0.855,1,2.79195707714,0.452097237450124,0.361,607.140375471587,2.17548689815179,0.40791530770394,0.343
"Beta_SSE185","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",42,1312.90377137069,0.8425,1,2.89640246312,0.458440663351705,0.401,615.625405238635,2.37325462925829,0.425054934817084,0.386
"Beta_SSE186","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",43,1369.8531773761,0.85,1,2.78545837133447,0.441958030019528,0.3475,641.300818088916,2.16489478537846,0.396466164943628,0.337
"Beta_SSE187","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",44,1303.54800015096,0.84,1,2.8922793433443,0.456718958212236,0.379,598.759068839858,2.27179899034254,0.415750586327768,0.354
"Beta_SSE188","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",45,1339.01136293036,0.8725,1,2.92331567575633,0.451927798426638,0.3915,645.743739892311,2.34862847630792,0.408616916599661,0.382
"Beta_SSE189","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",46,1348.7340369879,0.8775,1,2.85762271521722,0.453887875469443,0.403,653.821934733114,2.26113297830184,0.416076133621335,0.37
"Beta_SSE190","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",47,1307.43417829331,0.8625,1,2.91954980044909,0.45168289382566,0.372,615.62955972027,2.27106582391791,0.405175952648772,0.3585
"Beta_SSE191","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",48,1290.96801993321,0.855,1,2.92797527416362,0.457796175543925,0.405,630.43127367477,2.38383971599438,0.41877685578886,0.377
"Beta_SSE192","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",49,1362.91928956095,0.8325,1,2.90942025781285,0.452200311562481,0.3625,662.451018127546,2.24215444134699,0.406023122658966,0.3455
"Beta_SSE193","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",5,1341.44466858455,0.8275,1,2.8678025546588,0.450906031323252,0.364,642.64756435361,2.24453419616389,0.408140759152856,0.354
"Beta_SSE194","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",50,1337.17044301985,0.8275,1,2.92546109606392,0.448581201329518,0.366,631.863161344772,2.32278984648671,0.402762661716317,0.349
"Beta_SSE195","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",6,1291.98092165957,0.8475,1,2.92198270238175,0.457960921804089,0.3725,612.979153008712,2.38075055124498,0.417708863252186,0.3545
"Beta_SSE196","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",7,1310.29202140723,0.8375,1,2.90632471860247,0.459736610149963,0.384,622.37090121054,2.31706596369368,0.420202556064484,0.3645
"Beta_SSE197","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",8,1353.8415929312,0.85,1,2.84527906796299,0.452604375831095,0.393,644.366946566161,2.20436225371925,0.411128656977986,0.382
"Beta_SSE198","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",9,1273.37453344377,0.86,1,2.74744544923121,0.451941910131388,0.3775,590.542200901087,2.10412191732932,0.406186551295431,0.371
"Beta_SSE199","fine_clean_simulations","nonzero",100,"ORACLE",1,0,0,1,0,0,0.1065,0,0,0,0.1065
"Beta_SSE200","fine_clean_simulations","nonzero",100,"ORACLE",10,0,0,1,0,0,0.105,0,0,0,0.105
"Beta_SSE201","fine_clean_simulations","nonzero",100,"ORACLE",11,0,0,1,0,0,0.101,0,0,0,0.101
"Beta_SSE202","fine_clean_simulations","nonzero",100,"ORACLE",12,0,0,1,0,0,0.1115,0,0,0,0.1115
"Beta_SSE203","fine_clean_simulations","nonzero",100,"ORACLE",13,0,0,1,0,0,0.108,0,0,0,0.108
"Beta_SSE204","fine_clean_simulations","nonzero",100,"ORACLE",14,0,0,1,0,0,0.102,0,0,0,0.102
"Beta_SSE205","fine_clean_simulations","nonzero",100,"ORACLE",15,0,0,1,0,0,0.114,0,0,0,0.114
"Beta_SSE206","fine_clean_simulations","nonzero",100,"ORACLE",16,0,0,1,0,0,0.112,0,0,0,0.112
"Beta_SSE207","fine_clean_simulations","nonzero",100,"ORACLE",17,0,0,1,0,0,0.109,0,0,0,0.109
"Beta_SSE208","fine_clean_simulations","nonzero",100,"ORACLE",18,0,0,1,0,0,0.098,0,0,0,0.098
"Beta_SSE209","fine_clean_simulations","nonzero",100,"ORACLE",19,0,0,1,0,0,0.109,0,0,0,0.109
"Beta_SSE210","fine_clean_simulations","nonzero",100,"ORACLE",2,0,0,1,0,0,0.099,0,0,0,0.099
"Beta_SSE211","fine_clean_simulations","nonzero",100,"ORACLE",20,0,0,1,0,0,0.113,0,0,0,0.113
"Beta_SSE212","fine_clean_simulations","nonzero",100,"ORACLE",21,0,0,1,0,0,0.1155,0,0,0,0.1155
"Beta_SSE213","fine_clean_simulations","nonzero",100,"ORACLE",22,0,0,1,0,0,0.1065,0,0,0,0.1065
"Beta_SSE214","fine_clean_simulations","nonzero",100,"ORACLE",23,0,0,1,0,0,0.1035,0,0,0,0.1035
"Beta_SSE215","fine_clean_simulations","nonzero",100,"ORACLE",24,0,0,1,0,0,0.097,0,0,0,0.097
"Beta_SSE216","fine_clean_simulations","nonzero",100,"ORACLE",25,0,0,1,0,0,0.104,0,0,0,0.104
"Beta_SSE217","fine_clean_simulations","nonzero",100,"ORACLE",26,0,0,1,0,0,0.1075,0,0,0,0.1075
"Beta_SSE218","fine_clean_simulations","nonzero",100,"ORACLE",27,0,0,1,0,0,0.1155,0,0,0,0.1155
"Beta_SSE219","fine_clean_simulations","nonzero",100,"ORACLE",28,0,0,1,0,0,0.114,0,0,0,0.114
"Beta_SSE220","fine_clean_simulations","nonzero",100,"ORACLE",29,0,0,1,0,0,0.097,0,0,0,0.097
"Beta_SSE221","fine_clean_simulations","nonzero",100,"ORACLE",3,0,0,1,0,0,0.099,0,0,0,0.099
"Beta_SSE222","fine_clean_simulations","nonzero",100,"ORACLE",30,0,0,1,0,0,0.0985,0,0,0,0.0985
"Beta_SSE223","fine_clean_simulations","nonzero",100,"ORACLE",31,0,0,1,0,0,0.1115,0,0,0,0.1115
"Beta_SSE224","fine_clean_simulations","nonzero",100,"ORACLE",32,0,0,1,0,0,0.114,0,0,0,0.114
"Beta_SSE225","fine_clean_simulations","nonzero",100,"ORACLE",33,0,0,1,0,0,0.117,0,0,0,0.117
"Beta_SSE226","fine_clean_simulations","nonzero",100,"ORACLE",34,0,0,1,0,0,0.1045,0,0,0,0.1045
"Beta_SSE227","fine_clean_simulations","nonzero",100,"ORACLE",35,0,0,1,0,0,0.107,0,0,0,0.107
"Beta_SSE228","fine_clean_simulations","nonzero",100,"ORACLE",36,0,0,1,0,0,0.118,0,0,0,0.118
"Beta_SSE229","fine_clean_simulations","nonzero",100,"ORACLE",37,0,0,1,0,0,0.1125,0,0,0,0.1125
"Beta_SSE230","fine_clean_simulations","nonzero",100,"ORACLE",38,0,0,1,0,0,0.0965,0,0,0,0.0965
"Beta_SSE231","fine_clean_simulations","nonzero",100,"ORACLE",39,0,0,1,0,0,0.0995,0,0,0,0.0995
"Beta_SSE232","fine_clean_simulations","nonzero",100,"ORACLE",4,0,0,1,0,0,0.1105,0,0,0,0.1105
"Beta_SSE233","fine_clean_simulations","nonzero",100,"ORACLE",40,0,0,1,0,0,0.0965,0,0,0,0.0965
"Beta_SSE234","fine_clean_simulations","nonzero",100,"ORACLE",41,0,0,1,0,0,0.0935,0,0,0,0.0935
"Beta_SSE235","fine_clean_simulations","nonzero",100,"ORACLE",42,0,0,1,0,0,0.114,0,0,0,0.114
"Beta_SSE236","fine_clean_simulations","nonzero",100,"ORACLE",43,0,0,1,0,0,0.107,0,0,0,0.107
"Beta_SSE237","fine_clean_simulations","nonzero",100,"ORACLE",44,0,0,1,0,0,0.1045,0,0,0,0.1045
"Beta_SSE238","fine_clean_simulations","nonzero",100,"ORACLE",45,0,0,1,0,0,0.105,0,0,0,0.105
"Beta_SSE239","fine_clean_simulations","nonzero",100,"ORACLE",46,0,0,1,0,0,0.1085,0,0,0,0.1085
"Beta_SSE240","fine_clean_simulations","nonzero",100,"ORACLE",47,0,0,1,0,0,0.116,0,0,0,0.116
"Beta_SSE241","fine_clean_simulations","nonzero",100,"ORACLE",48,0,0,1,0,0,0.1065,0,0,0,0.1065
"Beta_SSE242","fine_clean_simulations","nonzero",100,"ORACLE",49,0,0,1,0,0,0.1065,0,0,0,0.1065
"Beta_SSE243","fine_clean_simulations","nonzero",100,"ORACLE",5,0,0,1,0,0,0.104,0,0,0,0.104
"Beta_SSE244","fine_clean_simulations","nonzero",100,"ORACLE",50,0,0,1,0,0,0.1035,0,0,0,0.1035
"Beta_SSE245","fine_clean_simulations","nonzero",100,"ORACLE",6,0,0,1,0,0,0.1,0,0,0,0.1
"Beta_SSE246","fine_clean_simulations","nonzero",100,"ORACLE",7,0,0,1,0,0,0.1195,0,0,0,0.1195
"Beta_SSE247","fine_clean_simulations","nonzero",100,"ORACLE",8,0,0,1,0,0,0.112,0,0,0,0.112
"Beta_SSE248","fine_clean_simulations","nonzero",100,"ORACLE",9,0,0,1,0,0,0.112,0,0,0,0.112
"Beta_SSE249","fine_clean_simulations","nonzero",125,"elastic_net",1,1820.03642676332,0.88,1,4.00550144964213,0.493815850206445,0.4275,1139.54390018605,3.30023826068329,0.457531025641512,0.4055
"Beta_SSE1100","fine_clean_simulations","nonzero",125,"group_lasso",1,1820.03642676332,0.88,1,4.00550144964213,0.493815850206445,0.4275,1139.54390018605,3.30023826068329,0.457531025641512,0.4055
"Beta_SSE250","fine_clean_simulations","nonzero",125,"elastic_net",10,1842.28054774844,0.824,1,4.2902635222315,0.502549140781125,0.407,1148.25534240319,3.36988212276605,0.462278617789793,0.3955
"Beta_SSE1101","fine_clean_simulations","nonzero",125,"group_lasso",10,1842.28054774844,0.824,1,4.2902635222315,0.502549140781125,0.407,1148.25534240319,3.36988212276605,0.462278617789793,0.3955
"Beta_SSE251","fine_clean_simulations","nonzero",125,"elastic_net",11,1787.25738143874,0.818666666666667,1,4.05479907677265,0.497012273514541,0.403,1056.35721014144,2.94069638465549,0.440897918042535,0.4
"Beta_SSE1102","fine_clean_simulations","nonzero",125,"group_lasso",11,1787.25738143874,0.818666666666667,1,4.05479907677265,0.497012273514541,0.403,1056.35721014144,2.94069638465549,0.440897918042535,0.4
"Beta_SSE252","fine_clean_simulations","nonzero",125,"elastic_net",12,1697.86286868054,0.858666666666667,1,3.89238346738519,0.491731406613455,0.421,1066.62190495445,3.26783771866145,0.46183232314632,0.4015
"Beta_SSE1103","fine_clean_simulations","nonzero",125,"group_lasso",12,1697.86286868054,0.858666666666667,1,3.89238346738519,0.491731406613455,0.421,1066.62190495445,3.26783771866145,0.46183232314632,0.4015
"Beta_SSE253","fine_clean_simulations","nonzero",125,"elastic_net",13,1859.17896659796,0.824,1,4.10990371022865,0.500050439064293,0.402,1103.27612465001,3.0857129255971,0.451349379503276,0.3875
"Beta_SSE1104","fine_clean_simulations","nonzero",125,"group_lasso",13,1859.17896659796,0.824,1,4.10990371022865,0.500050439064293,0.402,1103.27612465001,3.0857129255971,0.451349379503276,0.3875
