"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error"
"Beta_SSE8","fine_clean_simulations","nonzero",100,"elastic_net",16,1380.91722466594,0.7675,1,3.08845832971295,0.463970891996609,0.354,754.089122499504,2.22452132222546,0.411290878168793,0.348
"Beta_SSE17","fine_clean_simulations","nonzero",100,"group_lasso",16,1380.91722466594,0.7675,1,3.08845832971295,0.463970891996609,0.354,754.089122499504,2.22452132222546,0.411290878168793,0.348
"Beta_SSE9","fine_clean_simulations","nonzero",100,"elastic_net",17,1316.22402637269,0.845,1,2.88031959643466,0.456418478386091,0.3825,738.532184735335,2.39388338959477,0.425482684936977,0.3695
"Beta_SSE18","fine_clean_simulations","nonzero",100,"group_lasso",17,1316.22402637269,0.845,1,2.88031959643466,0.456418478386091,0.3825,738.532184735335,2.39388338959477,0.425482684936977,0.3695
"Beta_SSE10","fine_clean_simulations","nonzero",100,"elastic_net",18,1327.09396489276,0.8975,1,2.75991425180045,0.443413294157583,0.378,767.124956245423,2.34688471324898,0.410843382787794,0.373
"Beta_SSE19","fine_clean_simulations","nonzero",100,"group_lasso",18,1327.09396489276,0.8975,1,2.75991425180045,0.443413294157583,0.378,767.124956245423,2.34688471324898,0.410843382787794,0.373
"Beta_SSE20","fine_clean_simulations","nonzero",100,"elastic_net",19,1311.50543569604,0.875,1,2.8729252969326,0.448859611505543,0.3695,766.950476056669,2.39287640425984,0.418293728532827,0.3535
"Beta_SSE110","fine_clean_simulations","nonzero",100,"group_lasso",19,1311.50543569604,0.875,1,2.8729252969326,0.448859611505543,0.3695,766.950476056669,2.39287640425984,0.418293728532827,0.3535
"Beta_SSE21","fine_clean_simulations","nonzero",100,"elastic_net",2,1414.57227728533,0.8225,1,3.08894052047593,0.460618327067031,0.3585,783.21487227711,2.52045860515946,0.422109461637182,0.352
"Beta_SSE111","fine_clean_simulations","nonzero",100,"group_lasso",2,1414.57227728533,0.8225,1,3.08894052047593,0.460618327067031,0.3585,783.21487227711,2.52045860515946,0.422109461637182,0.352
"Beta_SSE22","fine_clean_simulations","nonzero",100,"elastic_net",20,1422.99831929883,0.8025,1,3.13611706501128,0.466613201158651,0.386,775.132591359022,2.33903458833241,0.417430468385818,0.3785
"Beta_SSE112","fine_clean_simulations","nonzero",100,"group_lasso",20,1422.99831929883,0.8025,1,3.13611706501128,0.466613201158651,0.386,775.132591359022,2.33903458833241,0.417430468385818,0.3785
"Beta_SSE23","fine_clean_simulations","nonzero",100,"elastic_net",21,1271.52747748707,0.83,1,2.81632695922703,0.455792417262114,0.406,747.920542927323,2.39898021080472,0.429772841593537,0.382
"Beta_SSE113","fine_clean_simulations","nonzero",100,"group_lasso",21,1271.52747748707,0.83,1,2.81632695922703,0.455792417262114,0.406,747.920542927323,2.39898021080472,0.429772841593537,0.382
"Beta_SSE24","fine_clean_simulations","nonzero",100,"elastic_net",22,1302.845296985,0.8625,1,3.01553938200671,0.463522404263346,0.3975,747.22082675761,2.51563900561073,0.43212552157478,0.37
"Beta_SSE114","fine_clean_simulations","nonzero",100,"group_lasso",22,1302.845296985,0.8625,1,3.01553938200671,0.463522404263346,0.3975,747.22082675761,2.51563900561073,0.43212552157478,0.37
"Beta_SSE25","fine_clean_simulations","nonzero",100,"elastic_net",23,1375.92686099921,0.825,1,3.16003621485132,0.47380377170735,0.3815,754.831515819929,2.51184669541204,0.432974833678047,0.369
"Beta_SSE115","fine_clean_simulations","nonzero",100,"group_lasso",23,1375.92686099921,0.825,1,3.16003621485132,0.47380377170735,0.3815,754.831515819929,2.51184669541204,0.432974833678047,0.369
"Beta_SSE26","fine_clean_simulations","nonzero",100,"elastic_net",24,1330.68292119267,0.875,1,2.90743770991544,0.456483019574012,0.3825,781.939770687341,2.38713882305764,0.423485402796925,0.3665
"Beta_SSE116","fine_clean_simulations","nonzero",100,"group_lasso",24,1330.68292119267,0.875,1,2.90743770991544,0.456483019574012,0.3825,781.939770687341,2.38713882305764,0.423485402796925,0.3665
"Beta_SSE27","fine_clean_simulations","nonzero",100,"elastic_net",25,1383.45657795308,0.815,1,3.19493446833502,0.471607724385029,0.363,738.907418310634,2.46710905774644,0.424083793185181,0.363
"Beta_SSE117","fine_clean_simulations","nonzero",100,"group_lasso",25,1383.45657795308,0.815,1,3.19493446833502,0.471607724385029,0.363,738.907418310634,2.46710905774644,0.424083793185181,0.363
"Beta_SSE28","fine_clean_simulations","nonzero",100,"elastic_net",26,1384.92089463935,0.875,1,2.98757184571533,0.462603597793906,0.391,795.337678863485,2.41378859445767,0.427647845755482,0.3785
"Beta_SSE118","fine_clean_simulations","nonzero",100,"group_lasso",26,1384.92089463935,0.875,1,2.98757184571533,0.462603597793906,0.391,795.337678863485,2.41378859445767,0.427647845755482,0.3785
"Beta_SSE29","fine_clean_simulations","nonzero",100,"elastic_net",27,1344.31120418903,0.835,1,2.828447273981,0.445781700078355,0.363,770.68398776521,2.28834652347918,0.409675688499673,0.347
"Beta_SSE119","fine_clean_simulations","nonzero",100,"group_lasso",27,1344.31120418903,0.835,1,2.828447273981,0.445781700078355,0.363,770.68398776521,2.28834652347918,0.409675688499673,0.347
"Beta_SSE30","fine_clean_simulations","nonzero",100,"elastic_net",28,1347.14553428339,0.84,1,3.16887834124261,0.475410309959627,0.3725,731.170704059357,2.4112983565338,0.426550480293551,0.3625
"Beta_SSE120","fine_clean_simulations","nonzero",100,"group_lasso",28,1347.14553428339,0.84,1,3.16887834124261,0.475410309959627,0.3725,731.170704059357,2.4112983565338,0.426550480293551,0.3625
"Beta_SSE31","fine_clean_simulations","nonzero",100,"elastic_net",29,1537.31081193531,0.81,1,3.47375701937577,0.481288770572562,0.378,877.045818300342,2.66005580176731,0.435013412518042,0.369
"Beta_SSE121","fine_clean_simulations","nonzero",100,"group_lasso",29,1537.31081193531,0.81,1,3.47375701937577,0.481288770572562,0.378,877.045818300342,2.66005580176731,0.435013412518042,0.369
"Beta_SSE32","fine_clean_simulations","nonzero",100,"elastic_net",3,1312.29706109489,0.865,1,3.0443034588043,0.458675873859199,0.371,785.999647812809,2.48999726345667,0.425526858432242,0.3515
"Beta_SSE122","fine_clean_simulations","nonzero",100,"group_lasso",3,1312.29706109489,0.865,1,3.0443034588043,0.458675873859199,0.371,785.999647812809,2.48999726345667,0.425526858432242,0.3515
"Beta_SSE33","fine_clean_simulations","nonzero",100,"elastic_net",30,1428.49629332799,0.81,1,3.14562621241335,0.461611488543332,0.351,786.47017083588,2.42338635795172,0.414382740487176,0.3445
"Beta_SSE123","fine_clean_simulations","nonzero",100,"group_lasso",30,1428.49629332799,0.81,1,3.14562621241335,0.461611488543332,0.351,786.47017083588,2.42338635795172,0.414382740487176,0.3445
"Beta_SSE34","fine_clean_simulations","nonzero",100,"elastic_net",31,1321.46237164942,0.8725,1,2.87214187764158,0.452942546711244,0.393,759.43800241761,2.41888441133241,0.422915313485605,0.3775
"Beta_SSE124","fine_clean_simulations","nonzero",100,"group_lasso",31,1321.46237164942,0.8725,1,2.87214187764158,0.452942546711244,0.393,759.43800241761,2.41888441133241,0.422915313485605,0.3775
"Beta_SSE35","fine_clean_simulations","nonzero",100,"elastic_net",32,1275.78520396168,0.88,1,2.70942678315061,0.439763389544482,0.3485,731.369785543946,2.17329922533396,0.400012622781598,0.3365
"Beta_SSE125","fine_clean_simulations","nonzero",100,"group_lasso",32,1275.78520396168,0.88,1,2.70942678315061,0.439763389544482,0.3485,731.369785543946,2.17329922533396,0.400012622781598,0.3365
"Beta_SSE36","fine_clean_simulations","nonzero",100,"elastic_net",33,1261.11979127958,0.885,1,2.68617756298495,0.442420690922833,0.3735,713.938492992565,2.2866512021824,0.41282333768762,0.363
"Beta_SSE126","fine_clean_simulations","nonzero",100,"group_lasso",33,1261.11979127958,0.885,1,2.68617756298495,0.442420690922833,0.3735,713.938492992565,2.2866512021824,0.41282333768762,0.363
"Beta_SSE37","fine_clean_simulations","nonzero",100,"elastic_net",34,1319.74622127316,0.805,1,3.27288903276504,0.48204883997743,0.3885,710.142065392194,2.44698631112978,0.432756667092843,0.3775
"Beta_SSE127","fine_clean_simulations","nonzero",100,"group_lasso",34,1319.74622127316,0.805,1,3.27288903276504,0.48204883997743,0.3885,710.142065392194,2.44698631112978,0.432756667092843,0.3775
"Beta_SSE38","fine_clean_simulations","nonzero",100,"elastic_net",35,1434.67498044779,0.775,1,3.47378687775638,0.483729240423142,0.389,807.416680462038,2.60744772189502,0.437023129814062,0.384
"Beta_SSE128","fine_clean_simulations","nonzero",100,"group_lasso",35,1434.67498044779,0.775,1,3.47378687775638,0.483729240423142,0.389,807.416680462038,2.60744772189502,0.437023129814062,0.384
"Beta_SSE39","fine_clean_simulations","nonzero",100,"elastic_net",36,1352.951496962,0.775,1,3.04497580309245,0.465420594876078,0.383,747.819866017362,2.30355353428957,0.420793786392124,0.38
"Beta_SSE129","fine_clean_simulations","nonzero",100,"group_lasso",36,1352.951496962,0.775,1,3.04497580309245,0.465420594876078,0.383,747.819866017362,2.30355353428957,0.420793786392124,0.38
"Beta_SSE40","fine_clean_simulations","nonzero",100,"elastic_net",37,1353.01457897686,0.8625,1,2.95947361090194,0.452524395389075,0.374,790.385439348641,2.38238511065726,0.410221828588267,0.3515
"Beta_SSE130","fine_clean_simulations","nonzero",100,"group_lasso",37,1353.01457897686,0.8625,1,2.95947361090194,0.452524395389075,0.374,790.385439348641,2.38238511065726,0.410221828588267,0.3515
"Beta_SSE41","fine_clean_simulations","nonzero",100,"elastic_net",38,1268.91719425641,0.89,1,2.85149839553833,0.448600685903085,0.369,711.307635197276,2.40835976868151,0.418256488871616,0.347
"Beta_SSE131","fine_clean_simulations","nonzero",100,"group_lasso",38,1268.91719425641,0.89,1,2.85149839553833,0.448600685903085,0.369,711.307635197276,2.40835976868151,0.418256488871616,0.347
"Beta_SSE42","fine_clean_simulations","nonzero",100,"elastic_net",39,1378.28774360198,0.83,1,2.9069573985848,0.449440858995489,0.3745,829.820901563851,2.35851462552894,0.412215718970931,0.3585
"Beta_SSE132","fine_clean_simulations","nonzero",100,"group_lasso",39,1378.28774360198,0.83,1,2.9069573985848,0.449440858995489,0.3745,829.820901563851,2.35851462552894,0.412215718970931,0.3585
"Beta_SSE43","fine_clean_simulations","nonzero",100,"elastic_net",4,1279.15495068855,0.8675,1,2.74116646208921,0.44545794542758,0.377,720.736953309145,2.29246727363239,0.411941440093729,0.368
"Beta_SSE133","fine_clean_simulations","nonzero",100,"group_lasso",4,1279.15495068855,0.8675,1,2.74116646208921,0.44545794542758,0.377,720.736953309145,2.29246727363239,0.411941440093729,0.368
"Beta_SSE44","fine_clean_simulations","nonzero",100,"elastic_net",40,1324.30409909358,0.87,1,2.96107371994656,0.454554885707383,0.3565,756.211166919843,2.40237989991663,0.418227273940231,0.3435
"Beta_SSE134","fine_clean_simulations","nonzero",100,"group_lasso",40,1324.30409909358,0.87,1,2.96107371994656,0.454554885707383,0.3565,756.211166919843,2.40237989991663,0.418227273940231,0.3435
"Beta_SSE45","fine_clean_simulations","nonzero",100,"elastic_net",41,1302.61172027723,0.8625,1,2.83931161117016,0.454938840022376,0.3635,746.010054144258,2.35399580752747,0.422160309521083,0.3435
"Beta_SSE135","fine_clean_simulations","nonzero",100,"group_lasso",41,1302.61172027723,0.8625,1,2.83931161117016,0.454938840022376,0.3635,746.010054144258,2.35399580752747,0.422160309521083,0.3435
"Beta_SSE46","fine_clean_simulations","nonzero",100,"elastic_net",42,1318.58726258585,0.85,1,2.93648534354484,0.460761999388063,0.4035,748.544055582393,2.55228230343078,0.437614352749019,0.386
"Beta_SSE136","fine_clean_simulations","nonzero",100,"group_lasso",42,1318.58726258585,0.85,1,2.93648534354484,0.460761999388063,0.4035,748.544055582393,2.55228230343078,0.437614352749019,0.386
"Beta_SSE47","fine_clean_simulations","nonzero",100,"elastic_net",43,1376.55210222582,0.855,1,2.83174854894722,0.444702690509731,0.353,792.531833971899,2.36246858792614,0.41197079636765,0.337
"Beta_SSE137","fine_clean_simulations","nonzero",100,"group_lasso",43,1376.55210222582,0.855,1,2.83174854894722,0.444702690509731,0.353,792.531833971899,2.36246858792614,0.41197079636765,0.337
"Beta_SSE48","fine_clean_simulations","nonzero",100,"elastic_net",44,1311.04862830847,0.845,1,2.94645162863779,0.459887829213033,0.3805,722.088704042713,2.48919087858519,0.431644772693126,0.3545
"Beta_SSE138","fine_clean_simulations","nonzero",100,"group_lasso",44,1311.04862830847,0.845,1,2.94645162863779,0.459887829213033,0.3805,722.088704042713,2.48919087858519,0.431644772693126,0.3545
"Beta_SSE49","fine_clean_simulations","nonzero",100,"elastic_net",45,1345.42113870172,0.88,1,2.96765501496709,0.454462785858516,0.3955,786.917369748967,2.51534914312259,0.420987893204403,0.3825
"Beta_SSE139","fine_clean_simulations","nonzero",100,"group_lasso",45,1345.42113870172,0.88,1,2.96765501496709,0.454462785858516,0.3955,786.917369748967,2.51534914312259,0.420987893204403,0.3825
"Beta_SSE50","fine_clean_simulations","nonzero",100,"elastic_net",46,1357.14640144695,0.8825,1,2.91845643260585,0.457378471063643,0.4045,796.493124759144,2.44451002592421,0.428828976741542,0.37
"Beta_SSE140","fine_clean_simulations","nonzero",100,"group_lasso",46,1357.14640144695,0.8825,1,2.91845643260585,0.457378471063643,0.4045,796.493124759144,2.44451002592421,0.428828976741542,0.37
"Beta_SSE51","fine_clean_simulations","nonzero",100,"elastic_net",47,1317.87391117673,0.8775,1,3.00054748903561,0.456148497332409,0.377,753.756823379029,2.46545721298503,0.418741398652496,0.36
"Beta_SSE141","fine_clean_simulations","nonzero",100,"group_lasso",47,1317.87391117673,0.8775,1,3.00054748903561,0.456148497332409,0.377,753.756823379029,2.46545721298503,0.418741398652496,0.36
"Beta_SSE52","fine_clean_simulations","nonzero",100,"elastic_net",48,1370.44458085477,0.775,1,3.3159652134779,0.479001389402795,0.3955,753.688556687281,2.54375867950926,0.430288802549216,0.377
"Beta_SSE142","fine_clean_simulations","nonzero",100,"group_lasso",48,1370.44458085477,0.775,1,3.3159652134779,0.479001389402795,0.3955,753.688556687281,2.54375867950926,0.430288802549216,0.377
"Beta_SSE53","fine_clean_simulations","nonzero",100,"elastic_net",49,1370.47385290077,0.84,1,2.96550784634034,0.455414891357948,0.363,814.054592461718,2.45667964788862,0.421645562597801,0.3455
"Beta_SSE143","fine_clean_simulations","nonzero",100,"group_lasso",49,1370.47385290077,0.84,1,2.96550784634034,0.455414891357948,0.363,814.054592461718,2.45667964788862,0.421645562597801,0.3455
"Beta_SSE54","fine_clean_simulations","nonzero",100,"elastic_net",5,1344.16170069886,0.8275,1,2.88709368078859,0.45204536076979,0.3645,803.054564063687,2.50310222529493,0.426984653666131,0.355
"Beta_SSE144","fine_clean_simulations","nonzero",100,"group_lasso",5,1344.16170069886,0.8275,1,2.88709368078859,0.45204536076979,0.3645,803.054564063687,2.50310222529493,0.426984653666131,0.355
"Beta_SSE55","fine_clean_simulations","nonzero",100,"elastic_net",50,1349.95191871001,0.845,1,3.02555281003866,0.454406221041381,0.372,788.830851700935,2.57458859630232,0.421824615850842,0.3495
"Beta_SSE145","fine_clean_simulations","nonzero",100,"group_lasso",50,1349.95191871001,0.845,1,3.02555281003866,0.454406221041381,0.372,788.830851700935,2.57458859630232,0.421824615850842,0.3495
"Beta_SSE56","fine_clean_simulations","nonzero",100,"elastic_net",6,1293.90488880988,0.8475,1,2.93520908963454,0.458744128974368,0.373,743.617708067317,2.4650988035929,0.424745535877183,0.3545
"Beta_SSE146","fine_clean_simulations","nonzero",100,"group_lasso",6,1293.90488880988,0.8475,1,2.93520908963454,0.458744128974368,0.373,743.617708067317,2.4650988035929,0.424745535877183,0.3545
"Beta_SSE57","fine_clean_simulations","nonzero",100,"elastic_net",7,1315.3918282113,0.85,1,2.9444884038382,0.462004393095015,0.385,757.925545343871,2.51664830545567,0.435363027831408,0.365
"Beta_SSE147","fine_clean_simulations","nonzero",100,"group_lasso",7,1315.3918282113,0.85,1,2.9444884038382,0.462004393095015,0.385,757.925545343871,2.51664830545567,0.435363027831408,0.365
"Beta_SSE58","fine_clean_simulations","nonzero",100,"elastic_net",8,1362.87265018017,0.8625,1,2.90837418863811,0.4562662608491,0.3955,786.524745797183,2.37109958342068,0.423549282382102,0.3815
"Beta_SSE148","fine_clean_simulations","nonzero",100,"group_lasso",8,1362.87265018017,0.8625,1,2.90837418863811,0.4562662608491,0.3955,786.524745797183,2.37109958342068,0.423549282382102,0.3815
"Beta_SSE59","fine_clean_simulations","nonzero",100,"elastic_net",9,1283.01886230563,0.875,1,2.81795365838813,0.456086069793469,0.378,718.78068193887,2.24471353692066,0.417009071855198,0.371
"Beta_SSE149","fine_clean_simulations","nonzero",100,"group_lasso",9,1283.01886230563,0.875,1,2.81795365838813,0.456086069793469,0.378,718.78068193887,2.24471353692066,0.417009071855198,0.371
"Beta_SSE60","fine_clean_simulations","nonzero",100,"IBMR",1,1308.08622018165,0.8275,1,2.76273997828176,0.445966533905309,0.3915,658.616307153553,NA,NA,NA
"Beta_SSE61","fine_clean_simulations","nonzero",100,"IBMR",10,1298.03991759081,0.7525,1,2.70008951122569,0.444087872264134,0.383,617.056834266418,2.09044692356238,0.398905761812248,0.363
"Beta_SSE62","fine_clean_simulations","nonzero",100,"IBMR",11,1302.77761333539,0.8075,1,2.72504741817986,0.440825889263664,0.374,639.325757901272,NA,NA,NA
"Beta_SSE63","fine_clean_simulations","nonzero",100,"IBMR",12,1310.63008426782,0.7,1,3.01830464320718,0.458307443285642,0.363,585.770962841877,2.13950681091788,0.395662788645943,0.357
"Beta_SSE64","fine_clean_simulations","nonzero",100,"IBMR",14,1410.86622707771,0.775,1,2.98279751998632,0.46128119176093,0.3865,650.180273669849,NA,NA,NA
"Beta_SSE65","fine_clean_simulations","nonzero",100,"IBMR",15,1380.54698938376,0.725,1,3.17189377302668,0.467138802220036,0.3705,634.223080602133,NA,NA,NA
"Beta_SSE66","fine_clean_simulations","nonzero",100,"IBMR",16,1283.20373347236,0.6925,1,2.55825958191046,0.433838714591385,0.369,595.066991900016,1.91600699396358,0.383960854115731,0.3475
"Beta_SSE67","fine_clean_simulations","nonzero",100,"IBMR",17,1349.45059119712,0.695,1,2.9630351341269,0.461121716922283,0.3725,599.285803696044,NA,NA,NA
"Beta_SSE68","fine_clean_simulations","nonzero",100,"IBMR",18,1298.67261568147,0.7625,1,2.5466981086374,0.428943487627933,0.3705,607.114839532042,1.97564871148203,0.381474504276243,0.353
"Beta_SSE69","fine_clean_simulations","nonzero",100,"IBMR",2,1355.32371303677,0.7375,1,2.78404797456183,0.44405533754434,0.374,635.03395160876,2.15278804374991,0.396207483296648,0.3505
"Beta_SSE70","fine_clean_simulations","nonzero",100,"IBMR",20,1321.07567693834,0.7725,1,2.63723342190725,0.439472259017053,0.3935,611.798408519998,NA,NA,NA
"Beta_SSE71","fine_clean_simulations","nonzero",100,"IBMR",21,1239.37932549544,0.7325,1,2.60029082453891,0.440676773566179,0.3905,605.265797632598,2.02823113337325,0.3973253121837,0.3765
"Beta_SSE72","fine_clean_simulations","nonzero",100,"IBMR",22,1306.30399561746,0.7475,1,2.93604624653836,0.458409664262002,0.38,594.574869686874,2.17067518158596,0.40764568439414,0.358
"Beta_SSE73","fine_clean_simulations","nonzero",100,"IBMR",23,1343.60921610766,0.775,1,2.94620337585008,0.461338169907202,0.3775,595.20655745132,2.1146434611932,0.402700754229893,0.3595
"Beta_SSE74","fine_clean_simulations","nonzero",100,"IBMR",24,1285.21721749709,0.745,1,2.62634654980604,0.439166132146769,0.368,617.234100451964,NA,NA,NA
"Beta_SSE75","fine_clean_simulations","nonzero",100,"IBMR",25,1358.83428641596,0.7175,1,3.01381366221898,0.461458419208491,0.368,581.599354339251,NA,NA,NA
"Beta_SSE76","fine_clean_simulations","nonzero",100,"IBMR",26,1329.38666477326,0.785,1,2.66955952247248,0.443330598297565,0.3855,616.794117201115,NA,NA,NA
"Beta_SSE77","fine_clean_simulations","nonzero",100,"IBMR",27,1317.5917900006,0.74,1,2.63996639317647,0.434460804129089,0.3595,596.812366107951,1.97734471753986,0.385256879649332,0.3435
"Beta_SSE78","fine_clean_simulations","nonzero",100,"IBMR",28,1256.93521866621,0.7775,1,2.70464480744826,0.44801229440826,0.3755,583.997833053283,2.09059028584732,0.402099793567274,0.359
"Beta_SSE79","fine_clean_simulations","nonzero",100,"IBMR",29,1499.40987811045,0.7675,1,3.20533346171166,0.467795936351971,0.3755,707.028536104902,NA,NA,NA
"Beta_SSE80","fine_clean_simulations","nonzero",100,"IBMR",30,1332.3322296437,0.74,1,2.62145637205258,0.430669291319814,0.3485,626.422207323834,1.9926045403297,0.379063077117603,0.3305
"Beta_SSE81","fine_clean_simulations","nonzero",100,"IBMR",31,1291.20768947469,0.8275,1,2.67412212001569,0.441340903269476,0.39,597.873759595647,2.05636089777072,0.396081629140333,0.3745
"Beta_SSE82","fine_clean_simulations","nonzero",100,"IBMR",33,1240.47626468943,0.7,1,2.55933652961906,0.434319236557807,0.374,567.964391379942,2.00935670569039,0.390451668224602,0.356
"Beta_SSE83","fine_clean_simulations","nonzero",100,"IBMR",34,1294.55318530714,0.7325,1,3.08383730161439,0.471353176192467,0.3815,575.47675349276,NA,NA,NA
"Beta_SSE84","fine_clean_simulations","nonzero",100,"IBMR",35,1392.00312428593,0.7425,1,3.14573793805057,0.466535667065602,0.389,650.587354688409,NA,NA,NA
"Beta_SSE85","fine_clean_simulations","nonzero",100,"IBMR",38,1224.20686698126,0.81,1,2.60492171173352,0.433176528525755,0.3695,586.408487111877,2.06731807585846,0.391828762548571,0.343
"Beta_SSE86","fine_clean_simulations","nonzero",100,"IBMR",39,1360.05642696934,0.69,1,2.75681839136539,0.439763659835195,0.365,672.329838397039,2.09815280513986,0.39158292656365,0.349
"Beta_SSE87","fine_clean_simulations","nonzero",100,"IBMR",4,1271.82358741223,0.7375,1,2.63984271173038,0.43925262307411,0.3695,578.508227874865,2.00884970998801,0.390345168424612,0.36
"Beta_SSE88","fine_clean_simulations","nonzero",100,"IBMR",40,1295.29457417544,0.755,1,2.73610220660892,0.44001424304764,0.353,610.847946192338,NA,NA,NA
"Beta_SSE89","fine_clean_simulations","nonzero",100,"IBMR",42,1288.81235572649,0.7175,1,2.68290077105048,0.446192792044615,0.3945,597.344154810505,NA,NA,NA
"Beta_SSE90","fine_clean_simulations","nonzero",100,"IBMR",44,1336.13678655841,0.6525,1,2.99252757866565,0.46273193681319,0.369,577.918844100298,NA,NA,NA
"Beta_SSE91","fine_clean_simulations","nonzero",100,"IBMR",45,1315.92693342393,0.805,1,2.77098854817368,0.442775750802442,0.394,624.430206952889,NA,NA,NA
"Beta_SSE92","fine_clean_simulations","nonzero",100,"IBMR",46,1322.31787613053,0.805,1,2.70251244066486,0.444236408419203,0.387,634.453857844835,2.11023666903973,0.402102083481894,0.3655
"Beta_SSE93","fine_clean_simulations","nonzero",100,"IBMR",49,1342.66711094955,0.755,1,2.77021335205411,0.443137536855448,0.355,641.244029209932,NA,NA,NA
"Beta_SSE94","fine_clean_simulations","nonzero",100,"IBMR",5,1319.15525613628,0.7325,1,2.7071579366795,0.440702165661667,0.3625,621.948818059435,NA,NA,NA
"Beta_SSE95","fine_clean_simulations","nonzero",100,"IBMR",50,1306.99704644563,0.7825,1,2.7644774773554,0.439853556379005,0.3655,610.590788969524,NA,NA,NA
"Beta_SSE96","fine_clean_simulations","nonzero",100,"IBMR",6,1292.70157000536,0.7275,1,2.85477407022422,0.453802302498959,0.3785,598.025491811891,NA,NA,NA
"Beta_SSE97","fine_clean_simulations","nonzero",100,"IBMR",7,1276.17894835601,0.7375,1,2.69768348075308,0.446410768710818,0.377,601.636858451148,NA,NA,NA
"Beta_SSE98","fine_clean_simulations","nonzero",100,"IBMR",8,1334.78040605434,0.7825,1,2.71876446188072,0.444427103943309,0.3865,626.112960088593,NA,NA,NA
"Beta_SSE99","fine_clean_simulations","nonzero",100,"IBMR",9,1246.03321037178,0.765,1,2.59530722858263,0.441537854953532,0.374,572.303240067458,1.98645853809198,0.392892074819507,0.3595
"Beta_SSE100","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",1,1346.3838682017,0.8725,1,2.98468153881472,0.459690095478795,0.3955,679.052774445736,2.4328568923324,0.423442479794551,0.364
"Beta_SSE101","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",10,1337.62146320498,0.83,1,2.9014884326798,0.456191291192987,0.383,641.537681997045,2.25157029859849,0.413586849334481,0.3685
"Beta_SSE102","fine_clean_simulations","nonzero",100,"IBMR_no_Gamma",11,1331.68906935149,0.8475,1,2.88533651505469,0.450207710247382,0.38,659.197434147739,2.22780163893133,0.403525440636236,0.3555
